"wage","exper","looks","union","goodhlth","educ","ethnicity","gender","marital","region","city","industry"
3.25999999046326,10,3,"yes","yes",17,"white","male","married","north","medium","service"
5.76999998092651,11,2,"no","yes",17,"white","female","single/divorced","north","small","service"
5.59000015258789,8,4,"yes","yes",17,"white","male","single/divorced","north","small","service"
5.13000011444092,28,3,"no","yes",16,"black","male","single/divorced","north","medium","service"
14.7399997711182,24,2,"yes","yes",17,"white","male","married","north","big","service"
3.67000007629395,8,3,"yes","yes",17,"white","female","single/divorced","north","medium","service"
9.72999954223633,13,4,"no","yes",17,"white","male","married","north","medium","service"
3.46000003814697,4,3,"yes","yes",13,"white","male","married","north","medium","service"
6.36999988555908,43,4,"yes","yes",17,"white","male","married","north","small","service"
6.57999992370605,30,3,"no","yes",16,"white","female","married","north","small","service"
10.1499996185303,16,3,"yes","yes",16,"black","male","single/divorced","north","big","service"
9.22999954223633,19,3,"yes","yes",17,"white","male","married","south","medium","service"
6.75,21,3,"no","no",17,"white","male","married","south","small","service"
10.2200002670288,26,3,"no","yes",17,"white","female","single/divorced","north","big","service"
4.76000022888184,8,3,"yes","yes",16,"white","male","married","north","small","service"
1.75999999046326,24,3,"no","yes",17,"white","female","single/divorced","north","big","service"
12.7299995422363,15,4,"yes","yes",17,"white","male","married","north","small","service"
5.84999990463257,26,3,"yes","yes",12,"white","male","married","north","medium","manufacturing"
3.17000007629395,6,3,"no","no",16,"white","male","married","north","medium","manufacturing"
5.98999977111816,19,2,"no","yes",12,"white","male","married","north","small","manufacturing"
4.61999988555908,4,3,"no","yes",12,"white","male","married","north","big","manufacturing"
1.79999995231628,23,4,"no","yes",13,"white","male","married","south","medium","service"
5.94999980926514,25,4,"no","yes",13,"white","male","married","north","small","service"
7.46000003814697,18,3,"no","yes",12,"white","male","married","north","big","manufacturing"
8.69999980926514,27,2,"no","yes",13,"white","male","married","north","small","manufacturing"
3.75,16,3,"no","yes",10,"white","male","married","north","medium","manufacturing"
7.69000005722046,20,3,"no","yes",12,"white","male","married","north","small","service"
5.23999977111816,12,3,"no","no",14,"white","male","married","north","medium","manufacturing"
10.1000003814697,35,4,"no","yes",12,"white","male","married","north","big","manufacturing"
3.75,36,1,"no","yes",12,"white","male","single/divorced","north","small","manufacturing"
5.78999996185303,35,3,"no","yes",13,"white","male","married","north","small","manufacturing"
5.05999994277954,5,3,"no","yes",17,"white","male","married","north","small","service"
7.96000003814697,15,4,"yes","yes",13,"white","male","married","north","small","manufacturing"
12.8199996948242,44,3,"yes","yes",12,"white","male","married","north","big","manufacturing"
8.46000003814697,28,3,"no","yes",13,"white","male","married","south","small","manufacturing"
3.75999999046326,2,4,"yes","yes",13,"white","female","single/divorced","south","big","service"
2.85999989509583,43,3,"no","yes",12,"white","male","married","north","small","service"
11.8100004196167,30,3,"yes","yes",10,"white","male","married","north","big","manufacturing"
7.69000005722046,26,3,"no","yes",12,"white","male","married","north","small","manufacturing"
7.21000003814697,40,3,"yes","no",12,"white","male","married","north","big","manufacturing"
2.88000011444092,7,4,"no","yes",13,"black","female","single/divorced","north","small","service"
5.73000001907349,10,3,"yes","yes",12,"white","female","single/divorced","south","small","manufacturing"
4.48999977111816,37,2,"no","yes",12,"white","male","married","north","medium","service"
9.56999969482422,27,4,"yes","yes",17,"white","male","married","north","small","service"
3.60999989509583,5,3,"no","yes",17,"white","male","married","north","big","service"
7.76999998092651,14,2,"no","yes",13,"white","male","married","north","medium","manufacturing"
9.22999954223633,16,2,"no","yes",16,"white","male","single/divorced","north","big","manufacturing"
5.57999992370605,4,3,"no","yes",17,"white","male","married","north","small","manufacturing"
5.34000015258789,39,3,"no","yes",16,"white","male","married","north","big","service"
5.17000007629395,32,3,"yes","yes",12,"white","male","married","south","small","service"
6.40999984741211,16,4,"no","yes",17,"white","male","married","south","medium","service"
7.40000009536743,10,4,"no","yes",17,"white","female","single/divorced","north","small","service"
6.75,15,4,"no","yes",17,"white","male","married","north","small","manufacturing"
8.46000003814697,10,4,"no","yes",17,"white","male","married","south","small","service"
4.6100001335144,10,3,"no","yes",13,"white","female","single/divorced","north","medium","manufacturing"
8.60999965667725,12,3,"no","no",12,"white","female","married","south","small","manufacturing"
5.23999977111816,4,4,"no","yes",16,"white","male","single/divorced","north","medium","manufacturing"
15.3800001144409,12,3,"no","yes",17,"white","male","single/divorced","south","big","manufacturing"
2.36999988555908,15,4,"no","yes",12,"white","female","married","north","small","manufacturing"
6.71999979019165,37,4,"no","yes",12,"white","female","single/divorced","south","big","manufacturing"
9.39999961853027,23,4,"no","yes",14,"white","male","married","north","small","manufacturing"
7.84000015258789,15,3,"no","yes",16,"white","male","married","north","small","manufacturing"
15,10,4,"no","yes",17,"white","male","single/divorced","north","big","manufacturing"
4.69999980926514,14,4,"no","yes",12,"white","female","married","north","small","manufacturing"
11.2799997329712,17,3,"no","yes",13,"white","male","single/divorced","south","big","manufacturing"
11.9700002670288,24,3,"no","yes",16,"white","male","married","north","small","manufacturing"
13.9899997711182,13,4,"no","yes",17,"white","male","married","south","medium","manufacturing"
3,5,3,"no","yes",13,"white","female","married","south","small","manufacturing"
3.41000008583069,20,3,"no","yes",12,"white","female","married","north","small","manufacturing"
9.61999988555908,29,4,"no","yes",14,"white","male","married","north","small","manufacturing"
6.73000001907349,10,4,"no","yes",16,"white","male","single/divorced","north","big","manufacturing"
9.61999988555908,36,3,"no","yes",13,"white","male","married","south","big","service"
5.19000005722046,15,3,"no","yes",13,"white","female","married","north","medium","service"
4.61999988555908,26,3,"no","yes",12,"white","female","married","north","medium","service"
5.03000020980835,13,4,"no","yes",14,"white","female","married","north","medium","service"
9.84000015258789,26,3,"no","yes",14,"white","male","married","north","small","manufacturing"
5.28999996185303,9,3,"yes","yes",12,"white","male","married","north","small","manufacturing"
10.9899997711182,40,1,"no","yes",12,"white","male","married","north","small","manufacturing"
7.07999992370605,28,3,"yes","no",16,"white","male","married","north","big","manufacturing"
8.17000007629395,12,2,"no","yes",16,"white","male","single/divorced","north","big","manufacturing"
5.88000011444092,25,4,"no","yes",13,"white","female","married","north","medium","service"
7.92000007629395,18,4,"no","yes",13,"white","female","married","north","small","manufacturing"
4.44000005722046,9,3,"no","yes",17,"white","male","single/divorced","north","small","manufacturing"
6.6399998664856,9,3,"yes","yes",13,"white","male","married","north","medium","manufacturing"
15.8000001907349,30,4,"no","no",17,"white","male","married","north","small","manufacturing"
9.22999954223633,40,3,"no","yes",14,"white","female","single/divorced","north","big","manufacturing"
12.8199996948242,36,3,"no","yes",17,"white","male","married","north","big","manufacturing"
14.1800003051758,30,4,"no","yes",16,"white","male","married","north","small","manufacturing"
11.539999961853,27,3,"yes","yes",12,"white","male","married","north","big","service"
9.39999961853027,22,3,"yes","yes",12,"white","male","married","north","small","service"
10.3900003433228,40,3,"yes","yes",13,"white","male","married","south","small","manufacturing"
5.53999996185303,40,3,"no","yes",12,"black","male","married","north","big","service"
7.8600001335144,21,3,"no","yes",14,"white","male","married","north","big","manufacturing"
8.17000007629395,36,3,"yes","no",13,"white","male","married","south","medium","manufacturing"
4.05000019073486,16,4,"no","yes",12,"white","female","married","north","small","service"
7.80999994277954,36,3,"yes","no",10,"white","male","married","north","big","manufacturing"
2.55999994277954,18,3,"no","yes",13,"white","male","married","north","medium","manufacturing"
12.9799995422363,11,4,"no","yes",16,"white","male","single/divorced","south","medium","manufacturing"
41.6699981689453,16,4,"no","no",13,"white","male","married","north","small","manufacturing"
4.80999994277954,12,4,"no","yes",13,"white","female","married","north","medium","manufacturing"
1.32000005245209,2,3,"yes","yes",10,"white","male","married","north","small","manufacturing"
3.71000003814697,4,3,"no","yes",16,"white","male","single/divorced","north","big","manufacturing"
4.80999994277954,21,3,"yes","yes",16,"white","male","married","north","big","service"
4.67999982833862,4,3,"no","yes",12,"white","male","single/divorced","north","big","manufacturing"
8.21000003814697,32,2,"yes","yes",17,"white","female","single/divorced","south","medium","service"
4.03000020980835,7,3,"no","yes",16,"white","female","single/divorced","north","big","manufacturing"
4.80999994277954,5,3,"no","no",13,"white","male","single/divorced","north","big","manufacturing"
15.6300001144409,23,3,"no","yes",16,"white","male","married","south","big","manufacturing"
7.69000005722046,23,3,"yes","yes",5,"white","male","married","north","big","manufacturing"
7.17000007629395,14,3,"no","yes",13,"white","male","married","north","small","manufacturing"
8.07999992370605,13,4,"no","yes",16,"white","male","married","north","small","manufacturing"
9.02999973297119,28,3,"no","yes",13,"white","male","married","north","small","manufacturing"
6.75,35,4,"no","yes",14,"white","male","married","north","big","manufacturing"
8.4399995803833,16,4,"no","yes",13,"white","male","married","north","medium","manufacturing"
6,12,4,"no","yes",17,"white","male","married","north","medium","service"
6.15000009536743,7,3,"no","yes",17,"white","male","married","south","medium","service"
4.09999990463257,25,3,"no","yes",12,"white","male","married","north","small","service"
14.1700000762939,22,3,"yes","yes",13,"white","male","married","south","small","manufacturing"
6.40999984741211,22,3,"no","yes",17,"white","male","married","north","small","service"
31.0900001525879,32,3,"no","no",13,"white","male","married","north","small","manufacturing"
10.289999961853,35,4,"no","yes",13,"white","male","married","south","small","service"
5.05999994277954,28,3,"no","yes",12,"white","male","married","north","big","manufacturing"
6.36999988555908,18,3,"no","yes",13,"white","male","married","south","small","manufacturing"
2.98000001907349,11,3,"no","yes",17,"white","female","single/divorced","north","small","manufacturing"
13.2799997329712,40,3,"no","yes",13,"white","male","married","north","big","manufacturing"
4.19999980926514,10,2,"no","yes",13,"white","male","married","south","medium","manufacturing"
8.92000007629395,40,3,"no","yes",12,"white","male","married","south","small","service"
2.63000011444092,7,3,"no","yes",16,"white","female","married","north","medium","manufacturing"
26.2399997711182,24,3,"no","yes",12,"white","male","married","north","big","manufacturing"
7.53999996185303,36,4,"no","yes",12,"white","male","single/divorced","north","medium","manufacturing"
8.64999961853027,34,3,"no","yes",13,"white","male","married","north","small","service"
20.9899997711182,44,3,"no","yes",16,"white","male","married","south","big","manufacturing"
10.2600002288818,44,3,"no","yes",13,"white","male","married","north","small","service"
8.55000019073486,30,3,"no","yes",16,"white","male","married","north","big","manufacturing"
2.07999992370605,23,4,"no","yes",12,"white","male","married","north","big","manufacturing"
3,5,3,"no","no",13,"white","male","single/divorced","south","medium","manufacturing"
6.01000022888184,25,4,"no","yes",16,"white","male","married","south","small","service"
10.0500001907349,14,4,"no","yes",13,"white","male","single/divorced","south","small","manufacturing"
5.73000001907349,5,3,"no","yes",12,"white","male","married","north","small","manufacturing"
5.92999982833862,20,3,"no","yes",12,"white","male","married","north","medium","manufacturing"
4.48999977111816,1,2,"no","yes",10,"white","male","single/divorced","north","small","manufacturing"
5.65999984741211,13,4,"no","yes",16,"white","male","single/divorced","north","big","manufacturing"
10.1899995803833,15,4,"no","yes",12,"white","male","married","south","medium","manufacturing"
20.9899997711182,35,3,"no","yes",12,"white","male","married","north","medium","manufacturing"
9.05000019073486,20,4,"no","yes",12,"white","male","married","north","small","manufacturing"
3.92000007629395,12,5,"no","yes",12,"white","male","married","north","small","service"
4.28000020980835,7,4,"no","yes",16,"white","female","single/divorced","north","medium","service"
2.75,7,3,"no","yes",16,"white","female","single/divorced","north","small","manufacturing"
2.88000011444092,32,4,"no","yes",12,"white","male","married","north","big","manufacturing"
6.40999984741211,13,3,"no","yes",13,"white","male","married","south","small","manufacturing"
7.69000005722046,15,3,"no","yes",13,"white","male","married","north","small","service"
3.75,33,3,"no","no",10,"white","female","single/divorced","north","medium","service"
6.40999984741211,48,3,"no","yes",8,"white","male","married","north","small","manufacturing"
11.539999961853,38,4,"no","yes",16,"white","male","married","north","small","manufacturing"
11.3999996185303,28,3,"no","yes",16,"white","male","married","north","big","service"
2.20000004768372,18,4,"no","yes",13,"white","female","married","south","medium","manufacturing"
1.64999997615814,24,1,"no","yes",13,"white","female","single/divorced","north","small","service"
6.59000015258789,27,3,"no","yes",12,"white","male","single/divorced","north","small","service"
11.0600004196167,24,3,"no","yes",5,"white","male","married","north","medium","manufacturing"
1.62999999523163,16,3,"no","yes",10,"white","male","married","south","small","service"
3.57999992370605,44,3,"no","yes",12,"white","female","married","north","medium","manufacturing"
12.3100004196167,14,4,"no","yes",16,"white","male","married","north","small","manufacturing"
6.65999984741211,16,3,"no","yes",12,"white","male","married","north","big","manufacturing"
10.5299997329712,18,3,"no","yes",16,"white","female","married","north","medium","service"
1.91999995708466,18,2,"no","yes",13,"white","female","married","north","medium","service"
19.2299995422363,15,4,"no","yes",13,"white","male","married","north","big","manufacturing"
7.21000003814697,41,4,"no","yes",12,"white","male","married","north","big","manufacturing"
25.6399993896484,28,3,"no","yes",16,"white","male","married","north","big","manufacturing"
3.84999990463257,24,3,"no","yes",12,"white","male","married","north","small","manufacturing"
10.9899997711182,13,3,"no","yes",12,"white","male","married","north","small","manufacturing"
10.0200004577637,22,3,"no","yes",13,"white","male","married","north","big","manufacturing"
5.30999994277954,18,4,"no","yes",13,"white","male","married","north","small","manufacturing"
7.19000005722046,40,3,"no","yes",13,"white","male","married","south","small","manufacturing"
3.8199999332428,17,4,"no","yes",13,"white","male","married","north","medium","manufacturing"
9.61999988555908,17,3,"no","yes",12,"white","male","married","north","small","manufacturing"
9.61999988555908,20,4,"no","yes",16,"white","male","married","north","medium","manufacturing"
3.84999990463257,30,4,"no","yes",12,"white","male","married","north","medium","service"
7.5,30,3,"no","yes",12,"white","male","married","north","small","manufacturing"
6.92000007629395,22,4,"no","yes",12,"white","male","married","north","small","service"
7.69000005722046,7,4,"no","yes",12,"white","male","married","north","small","manufacturing"
9.22999954223633,23,3,"no","yes",14,"white","male","single/divorced","south","small","manufacturing"
1.26999998092651,8,3,"no","yes",13,"white","female","married","north","small","manufacturing"
4.82000017166138,31,4,"no","yes",10,"white","male","married","north","medium","manufacturing"
6.75,30,3,"no","yes",12,"white","male","married","north","small","manufacturing"
8.55000019073486,26,2,"no","yes",13,"white","male","single/divorced","south","medium","manufacturing"
6.40999984741211,24,4,"yes","yes",12,"white","male","married","north","big","manufacturing"
7.44000005722046,12,3,"yes","yes",13,"white","male","married","north","small","manufacturing"
1.32000005245209,37,3,"no","yes",12,"white","female","married","north","small","manufacturing"
4.80999994277954,16,4,"no","yes",14,"white","female","single/divorced","north","medium","manufacturing"
14.3500003814697,23,3,"no","yes",16,"white","male","married","north","small","service"
2.40000009536743,9,2,"no","yes",10,"white","male","married","north","medium","manufacturing"
3.07999992370605,14,2,"no","yes",14,"white","male","married","north","small","service"
10.6599998474121,8,5,"no","yes",13,"white","male","single/divorced","north","medium","manufacturing"
7.69000005722046,41,2,"no","yes",16,"white","male","married","north","small","manufacturing"
2.53999996185303,5,4,"no","yes",13,"white","male","single/divorced","north","small","manufacturing"
6.38000011444092,30,3,"no","yes",12,"white","male","married","north","medium","manufacturing"
4.80999994277954,12,4,"no","yes",17,"white","male","married","north","big","service"
3.8199999332428,24,3,"no","yes",12,"white","female","single/divorced","north","small","manufacturing"
7.40000009536743,19,3,"no","yes",13,"white","male","married","north","big","manufacturing"
7.69000005722046,20,4,"no","yes",12,"white","male","married","north","medium","manufacturing"
8.23999977111816,23,2,"no","yes",14,"white","female","married","south","big","service"
2.63000011444092,3,3,"no","yes",8,"white","male","single/divorced","north","small","manufacturing"
5.30999994277954,20,4,"no","yes",13,"white","male","married","north","medium","manufacturing"
